input	subject	subject_type	data/object	relation	object	object_type
知识推理一般运用于知识发现、冲突与异常检测，是知识精细化工作和决策分析的主要实现方式。	知识推理	知识推理	data	内容	知识发现、冲突与异常检测，是知识精细化工作和决策分析的主要实现方式	描述
知识推理一般运用于知识发现、冲突与异常检测，是知识精细化工作和决策分析的主要实现方式。	知识推理	知识推理	object	包含	知识发现	知识推理
知识推理一般运用于知识发现、冲突与异常检测，是知识精细化工作和决策分析的主要实现方式。	知识推理	知识推理	object	包含	冲突与异常检测	知识推理
知识推理一般运用于知识发现、冲突与异常检测，是知识精细化工作和决策分析的主要实现方式。	知识推理	知识推理	object	包含	知识精细化工作	知识推理
知识推理一般运用于知识发现、冲突与异常检测，是知识精细化工作和决策分析的主要实现方式。	知识推理	知识推理	object	包含	决策分析	知识推理
知识推理又可以分为基于本体的推理和基于规则的推理。	知识推理	知识推理	data	内容	基于本体的推理和基于规则的推理	知识推理
知识推理又可以分为基于本体的推理和基于规则的推理。	知识推理	知识推理	data	方法	基于本体的推理	知识推理
知识推理又可以分为基于本体的推理和基于规则的推理。	知识推理	知识推理	data	方法	基于规则的推理	知识推理
知识推理的关键问题包括：大数据量下的快速推理，记忆对于增量知识和规则的快速加载[9]。	知识推理	知识推理	data	内容	大数据量下的快速推理，记忆对于增量知识和规则的快速加载	描述
知识图谱的挖掘计算与分析指基于图论的相关算法，实现对图谱的探索与挖掘。	知识图谱	知识图谱	data	内容	挖掘计算与分析指基于图论的相关算法，实现对图谱的探索与挖掘	描述
知识图谱的挖掘计算与分析指基于图论的相关算法，实现对图谱的探索与挖掘。	知识图谱的挖掘计算与分析	知识图谱	data	方法	基于图论的相关算法	知识推理
知识图谱的挖掘计算与分析指基于图论的相关算法，实现对图谱的探索与挖掘。	图论	知识表示	object	实现	知识图谱	知识图谱
知识图谱的挖掘计算与分析指基于图论的相关算法，实现对图谱的探索与挖掘。	算法	知识推理	object	实现	知识图谱	知识图谱
知识图谱中的图算法一般包括图遍历、最短路径、权威节点分析、族群发现最大流算法、相似节点等，大规模图上的算法效率是图算法设计与实现的主要问题。	图算法	知识图谱	data	内容	图遍历、最短路径、权威节点分析、族群发现最大流算法、相似节点	知识图谱
知识图谱中的图算法一般包括图遍历、最短路径、权威节点分析、族群发现最大流算法、相似节点等，大规模图上的算法效率是图算法设计与实现的主要问题。	图算法设计与实现	知识图谱	data	内容	大规模图上的算法效率	知识图谱
知识图谱中的图算法一般包括图遍历、最短路径、权威节点分析、族群发现最大流算法、相似节点等，大规模图上的算法效率是图算法设计与实现的主要问题。	图遍历	知识图谱	object	实例	图算法	知识图谱
知识图谱中的图算法一般包括图遍历、最短路径、权威节点分析、族群发现最大流算法、相似节点等，大规模图上的算法效率是图算法设计与实现的主要问题。	最短路径	知识图谱	object	实例	图算法	知识图谱
知识图谱中的图算法一般包括图遍历、最短路径、权威节点分析、族群发现最大流算法、相似节点等，大规模图上的算法效率是图算法设计与实现的主要问题。	权威节点分析	知识图谱	object	实例	图算法	知识图谱
知识图谱中的图算法一般包括图遍历、最短路径、权威节点分析、族群发现最大流算法、相似节点等，大规模图上的算法效率是图算法设计与实现的主要问题。	族群发现	知识图谱	object	实例	图算法	知识图谱
知识图谱中的图算法一般包括图遍历、最短路径、权威节点分析、族群发现最大流算法、相似节点等，大规模图上的算法效率是图算法设计与实现的主要问题。	最大流算法	知识图谱	object	实例	图算法	知识图谱
知识图谱中的图算法一般包括图遍历、最短路径、权威节点分析、族群发现最大流算法、相似节点等，大规模图上的算法效率是图算法设计与实现的主要问题。	相似节点	知识图谱	object	实例	图算法	知识图谱
9.1.6知识应用知识应用是指将知识图谱特有的应用形态与领域数据和业务场景相结合，助力领域业务转型。	知识应用	知识表示	data	被定义为	将知识图谱特有的应用形态与领域数据和业务场景相结合，助力领域业务转型	描述
知识图谱的典型应用包括语义搜索、智能问答以及可视化决策支持。	知识图谱	知识图谱	data	内容	语义搜索、智能问答以及可视化决策支持	应用
知识图谱的典型应用包括语义搜索、智能问答以及可视化决策支持。	语义搜索	语义搜索	object	实例	知识图谱	知识图谱
知识图谱的典型应用包括语义搜索、智能问答以及可视化决策支持。	智能问答	知识问答	object	实例	知识图谱	知识图谱
如何针对业务需求设计实现知识图谱应用，并基于数据特点进行优化调整，是知识图谱应用的关键研究内容。	知识图谱应用	知识图谱项目	data	内容	如何针对业务需求设计实现知识图谱应用，并基于数据特点进行优化调整	描述
其中，语义搜索是指基于知识图谱中的知识，解决传统搜索中遇到的关键字语义多样性及语义消歧的难题，通过实体链接实现知识与文档的混合检索。	语义搜索	语义搜索	data	内容	基于知识图谱中的知识，解决传统搜索中遇到的关键字语义多样性及语义消歧的难题，通过实体链接实现知识与文档的混合检索	描述
其中，语义搜索是指基于知识图谱中的知识，解决传统搜索中遇到的关键字语义多样性及语义消歧的难题，通过实体链接实现知识与文档的混合检索。	语义搜索	语义搜索	object	实现	知识与文档的混合检索	检索
其中，语义搜索是指基于知识图谱中的知识，解决传统搜索中遇到的关键字语义多样性及语义消歧的难题，通过实体链接实现知识与文档的混合检索。	实体链接	链接	object	实现	知识与文档的混合检索	检索
语义检索需要考虑如何解决自然语言输入带来的表达多样性问题，同时需要解决语言中实体的歧义性问题。	语义检索	语义搜索	data	内容	如何解决自然语言输入带来的表达多样性问题，同时需要解决语言中实体的歧义性问题	描述
智能问答的关键技术及难点包括：1）准确的语义解析，如何正确理解用户的真实意图。	智能问答	知识问答	data	内容	准确的语义解析，如何正确理解用户的真实意图	描述
